   0.0000000000000000        0.0000000000000000        0.0000000000000000        100.00000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000     
   1.0000000000000000E-002  -1.5615780075250319E-015  -1.5613202553810727E-015   99.999499999999998        1.5889380573258439E-016   1.5740030738931544E-016   1.6106690283843409E-016   7.7834395974118939E-018  -7.9324033949322910E-018 -0.10000000000000003       -7.3420385395099404E-017  -5.1604965162572226E-016   5.8947003702082161E-016  -2.5514660352378409E-013  -2.5511292498387905E-013 -0.10000000000000010        2.5874245486908046E-014   2.5428740645120299E-014   2.6530480705824703E-014   1.5240698784797413E-015  -1.5796246680558144E-015  -16.304261365818057       -1.4686091272382174E-014  -1.0320667964247982E-013   1.1789534598324540E-013  -2.5514660352378410E-011  -2.5511292498387903E-011  -10.000000000000011        2.5874245486908046E-012   2.5428740645120300E-012   2.6530480705824702E-012   1.5240698784797413E-013  -1.5796246680558144E-013  -1630.4261365818056       -1.4686091272382173E-012  -1.0320667964247982E-011   1.1789534598324539E-011
   2.0000000000000000E-002  -1.5616604021262321E-015  -1.5612402830725669E-015   99.998000000000005        1.5718045880502387E-016   1.4535921629544327E-016   1.7482134085986675E-016   2.1115223241923807E-017  -2.3479110473529679E-017 -0.20000000000000004       -2.9372462982275254E-016  -2.0641627216048834E-015   2.3578873514276361E-015   1.6083799895266581E-013   1.6084284544770417E-013 -0.19999999999999998       -1.6651811379014384E-014  -1.8420436632807598E-014  -1.3996003783533788E-014   1.0628825004932909E-015  -1.5176006291540180E-015  -6.0256288631453891       -2.9374440387159049E-014  -2.0641561712735971E-013   2.3578843412410639E-013   4.1598460247644990E-011   4.1595577043158320E-011  -9.9999999999999876       -4.2526056865922431E-012  -4.3849177277927893E-012  -4.0526484489358487E-012  -4.6118737798645043E-014   6.2024038901796466E-015   1027.8632502672667       -1.4688349114776877E-012  -1.0320893748487988E-011   1.1789308814086098E-011
   2.9999999999999999E-002  -1.5617427976334123E-015  -1.5611603106351356E-015   99.995500000000007        1.5252972195176143E-016   1.1267661760184897E-016   2.1215467640672349E-016   2.5846327183307228E-017  -3.7801929879066831E-017 -0.30000000000000004       -6.6089837053547449E-016  -4.6443511715701460E-015   5.3052495421056213E-015  -1.0140991456790036E-013  -1.0138649441439191E-013 -0.30000000000000016        9.6516670606274267E-015   5.6670713991431580E-015   1.5615169948398777E-014  -2.3413332042914419E-016  -1.3307611851348660E-015  -12.505547441149488       -4.4060507742941420E-014  -3.0962227285324836E-013   3.5368380402393569E-013  -2.6224791352056616E-011  -2.6222933986209608E-011  -10.000000000000014        2.6303478439641810E-012   2.4087508031950755E-012   2.9611173731932565E-012  -1.2970158209224351E-013   1.8683944401915199E-014  -647.99185780040989       -1.4686067355782368E-012  -1.0320665572588864E-011   1.1789536989982930E-011
   4.0000000000000001E-002  -1.5618251943227054E-015  -1.5610803380294837E-015   99.992000000000004        1.4347290020994649E-016   4.9031757508671575E-017   2.8485635824171584E-016   1.1655997621701119E-017  -4.9432166648692946E-017 -0.40000000000000002       -1.1749416075332578E-015  -8.2566150015215152E-015   9.4315566090547738E-015   6.3917444901794788E-014   6.3929817675847846E-014 -0.40000000000000002       -7.6762523905483652E-015  -1.4757205295438727E-014   2.9319133188494615E-015  -2.7632293367822607E-015  -9.7229294390786638E-016  -8.4204374066536989       -5.8748013579232858E-014  -4.1283036705964347E-013   4.7157773544327640E-013   1.6532735946969515E-011   1.6531631209023976E-011  -9.9999999999999840       -1.7327919451175790E-012  -2.0424276694581885E-012  -1.2683256629549316E-012  -2.5290960163531164E-013   3.5846824122699953E-014   408.51100344957894       -1.4687505836291436E-012  -1.0320809420639510E-011   1.1789393141934069E-011
   5.0000000000000003E-002  -1.5619075924702446E-015  -1.5610003652163160E-015   99.987500000000011        1.2854129861672812E-016  -5.5896117783950190E-017   4.0471583512755596E-016  -3.5904820762700068E-017  -5.6313647834416805E-017 -0.50000000000000000       -1.8358543408161709E-015  -1.2900954211459027E-014   1.4736808552275199E-014  -4.0310054851565815E-014  -4.0289790823986342E-014 -0.49999999999999994        2.2627418988376748E-015  -8.8028121869636219E-015   1.8834353560879185E-014  -6.9476871569078495E-015  -3.7592434522497663E-016  -10.995797543212445       -7.3434612559825553E-014  -5.1603755441033628E-013   5.8947257371833139E-013  -1.0422749975336060E-011  -1.0421960849983418E-011  -9.9999999999999911        9.9389942893860404E-013   5.9543931084751058E-013   1.5902440242029723E-012  -4.1844578201255888E-013   5.9636859868288977E-014  -257.53601365587457       -1.4686598980592688E-012  -1.0320718735069283E-011   1.1789483827505500E-011
   6.0000000000000005E-002  -1.5619899923521631E-015  -1.5609203921563375E-015   99.982000000000014        1.0626622220925475E-016  -2.1242776207587795E-016   5.8352255582695697E-016  -1.3541348480964661E-016  -5.5802722503106441E-017 -0.59999999999999998       -2.6436365703842568E-015  -1.8577368801382723E-014   2.1221005371766983E-014   2.5396642118022196E-014   2.5413122746386194E-014 -0.60000000000000009       -5.2274987631579499E-015  -2.1160944645048907E-014   1.8637805902522705E-014  -1.3193748061553702E-014   5.1234923338537160E-016  -9.3722232020149256       -8.8121783245960313E-014  -6.1924531346657280E-013   7.0736684028785598E-013   6.5706696969588003E-012   6.5702913570372534E-012  -10.000000000000011       -7.4902406619956246E-013  -1.2358132458085284E-012  -1.9654765835648085E-014  -6.2460609046458509E-013   8.8827357861034813E-014   162.35743411975199       -1.4687170686134752E-012  -1.0320775905623652E-011   1.1789426656952463E-011
   7.0000000000000007E-002  -1.5620723942445940E-015  -1.5608404188102531E-015   99.975500000000011        7.5178976024674610E-017  -4.3088392916697378E-016   8.3306596910263284E-016  -3.0957565287883377E-016  -4.4668261736489114E-017 -0.69999999999999996       -3.5982882962375159E-015  -2.5285858771292622E-014   2.8884147067530145E-014  -1.6027851799465497E-014  -1.6007529807612031E-014 -0.69999999999999996       -1.9693540365874201E-015  -2.3657105033604081E-014   3.0512663528945974E-014  -2.1918395999358784E-014   1.7542658125848579E-015  -10.395766901389427       -1.0280859351397760E-013  -7.2245271210469346E-013   8.2526146727548947E-013  -4.1424493917487692E-012  -4.1420652553998225E-012  -9.9999999999999893        3.2581447265705298E-013  -2.4961603885551717E-013   1.1874857626423270E-012  -8.7246479378050828E-013   1.2419165791994863E-013  -102.35436993745016       -1.4686810268017288E-012  -1.0320739863812063E-011   1.1789462698763344E-011
   8.0000000000000002E-002  -1.5621547984236704E-015  -1.5607604451387674E-015   99.968000000000018        3.3810865100135963E-017  -7.2158537285709958E-016   1.1651355237172970E-015  -5.8522528484990147E-016  -1.9091658631151414E-017 -0.79999999999999993       -4.6998095183759328E-015  -3.3026424121188705E-014   3.7726233639564647E-014   1.0085725287499073E-014   1.0105346549628536E-014 -0.80000000000000004       -5.7267322504329200E-015  -3.4053233047482872E-014   3.6699574298434390E-014  -3.3531842460346843E-014   3.4066880766915068E-015  -9.7504982013701103       -1.1749563099899424E-013  -8.2566033795981168E-013   9.4315586704612227E-013   2.6113577086964569E-012   2.6112876357240567E-012  -10.000000000000005       -3.7573782138455003E-013  -1.0396128013878789E-012   6.1869107694884164E-013  -1.1613446460988056E-012   1.6524222641066486E-013   64.526870001931599       -1.4687037485016624E-012  -1.0320762585511819E-011   1.1789439977063282E-011
   8.9999999999999997E-002  -1.5622372051655253E-015  -1.5606804711025856E-015   99.959500000000020       -1.9306805527212835E-017  -1.0948528469461170E-015   1.5915206684336628E-015  -9.9332464212243430E-016   2.5333171701460701E-017 -0.89999999999999991       -5.9482002367995044E-015  -4.1799064851070969E-014   4.7747265087870483E-014  -6.3786945749555772E-015  -6.3566458317926142E-015 -0.89999999999999980       -5.3008013062608540E-015  -4.1151737666659627E-014   4.8394497969884844E-014  -4.8448568469461560E-014   5.5295522494790052E-015  -10.157292454980452       -1.3218252524047466E-013  -9.2886782057139558E-013   1.0610504100602896E-012  -1.6464419862454650E-012  -1.6461992381421149E-012  -9.9999999999999716        4.2593094417206605E-014  -7.0985046191767577E-013   1.1694923671450455E-012  -1.4916726009114718E-012   2.1228641727874982E-013  -40.679425361034134       -1.4686894241480433E-012  -1.0320748261158381E-011   1.1789454301416728E-011
