   0.0000000000000000        0.0000000000000000        0.0000000000000000        1.0000000000000000E-002   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   1.0000000000000000E-002   9.9883591159046173E-005   5.8091722535196198E-008   9.9883591159046180E-003   5.8091722535196194E-006  -1.1640884095382895E-003   5.8091722535196194E-004
   2.0000000000000000E-002   1.9970844702794601E-004   1.4546676847499572E-007   9.9766120578753462E-003   1.1665836934440279E-005  -1.1853231963159464E-003   5.9041571083216999E-004
   2.9999999999999999E-002   2.9941494740773285E-004   2.9180457856894778E-007   9.9646526217292107E-003   1.7617569778147980E-005  -1.2065652428745147E-003   5.9993419022876806E-004
   4.0000000000000001E-002   3.9900079119785587E-004   4.9813597535010084E-007   9.9524807264378748E-003   2.3664590969328004E-005  -1.2278151205845414E-003   6.0947352368361017E-004
   5.0000000000000003E-002   4.9846385340188051E-004   7.6541491147361730E-007   9.9400962910111655E-003   2.9807113074348730E-005  -1.2490733580499094E-003   6.1903450535695113E-004
   6.0000000000000005E-002   5.9780200819160650E-004   1.0945974917751916E-006   9.9274992292039451E-003   3.6045356547285502E-005  -1.2703404849697428E-003   6.2861792967042695E-004
   7.0000000000000007E-002   6.9701312884990797E-004   1.4866420653121430E-006   9.9146894494682881E-003   4.2379549788081220E-005  -1.2916170322164800E-003   6.3822459138967958E-004
   8.0000000000000002E-002   7.9609508771761553E-004   1.9425093048866215E-006   9.9016668549413659E-003   4.8809929146402029E-005  -1.3129035319084674E-003   6.4785528570759205E-004
   8.9999999999999997E-002   8.9504575614030371E-004   2.4631622865655878E-006   9.8884313434326465E-003   5.5336738926324886E-005  -1.3342005174823968E-003   6.5751080832727495E-004
   9.9999999999999992E-002   9.9386300441494670E-004   3.0495665692518104E-006   9.8749828074103305E-003   6.1960231391853997E-005  -1.3555085237656403E-003   6.6719195554486603E-004
  0.10999999999999999        1.0925447017364346E-003   3.7026902743141673E-006   9.8613211339870950E-003   6.8680666773264314E-005  -1.3768280870484848E-003   6.7689952433214748E-004
  0.11999999999999998        1.1910887161439446E-003   4.4235041652855109E-006   9.8474462049050904E-003   7.5498313274270391E-005  -1.3981597451562743E-003   6.8663431241899214E-004
  0.12999999999999998        1.2894929144671569E-003   5.2129817276363388E-006   9.8333578965202513E-003   8.2413447080018743E-005  -1.4195040375214781E-003   6.9639711837565061E-004
  0.13999999999999999        1.3877551622723120E-003   6.0720992486324995E-006   9.8190560797858390E-003   8.9426352365902590E-005  -1.4408615052556725E-003   7.0618874169487995E-004
  0.14999999999999999        1.4858733238080979E-003   7.0018358972851550E-006   9.8045406202353115E-003   9.6537321307196792E-005  -1.4622326912214620E-003   7.1600998287393186E-004
  0.16000000000000000        1.5838452619513636E-003   8.0031738044011821E-006   9.7898113779644469E-003   1.0374665408951228E-004  -1.4836181401043393E-003   7.2586164349640347E-004
  0.17000000000000001        1.6816688381526502E-003   9.0770981427422170E-006   9.7748682076127524E-003   1.1105465892006820E-004  -1.5050183984844890E-003   7.3574452631396039E-004
  0.18000000000000002        1.7793419123815321E-003   1.0224597207300498E-005   9.7597109583441571E-003   1.1846165203978069E-004  -1.5264340149085480E-003   7.4565943532794207E-004
  0.19000000000000003        1.8768623430717615E-003   1.1446662495699677E-005   9.7443394738269979E-003   1.2596795773616722E-004  -1.5478655399613261E-003   7.5560717587085699E-004
  0.20000000000000004        1.9742279870662099E-003   1.2744288788728749E-005   9.7287535922132729E-003   1.3357390835706538E-004  -1.5693135263374965E-003   7.6558855468777693E-004
  0.21000000000000005        2.0714366995615977E-003   1.4118474231017233E-005   9.7129531461171859E-003   1.4127984432516500E-004  -1.5907785289132614E-003   7.7560438001763785E-004
  0.22000000000000006        2.1684863340530056E-003   1.5570220411859749E-005   9.6969379625929698E-003   1.4908611415335302E-004  -1.6122611048180002E-003   7.8565546167445671E-004
  0.23000000000000007        2.2653747422781614E-003   1.7100532446198086E-005   9.6807078631120022E-003   1.5699307446087000E-004  -1.6337618135059092E-003   7.9574261112847237E-004
  0.24000000000000007        2.3620997741614939E-003   1.8710419055768912E-005   9.6642626635391957E-003   1.6500108999027786E-004  -1.6552812168276383E-003   8.0586664158721936E-004
  0.25000000000000006        2.4586592777579479E-003   2.0400892650425200E-005   9.6476021741086753E-003   1.7311053362523783E-004  -1.6768198791019331E-003   8.1602836807654299E-004
  0.26000000000000006        2.5550510991965507E-003   2.2172969409639470E-005   9.6307261993987380E-003   1.8132178640909862E-004  -1.6983783671872862E-003   8.2622860752156174E-004
  0.27000000000000007        2.6512730826237273E-003   2.4027669364196987E-005   9.6136345383061005E-003   1.8963523756429355E-004  -1.7199572505536107E-003   8.3646817882759015E-004
  0.28000000000000008        2.7473230701463500E-003   2.5966016478086977E-005   9.5963269840194237E-003   1.9805128451254713E-004  -1.7415571013539384E-003   8.4674790296102509E-004
  0.29000000000000009        2.8431989017745248E-003   2.7989038730599923E-005   9.5788033239921268E-003   2.0657033289589016E-004  -1.7631784944961493E-003   8.5706860303020748E-004
  0.30000000000000010        2.9388984153641000E-003   3.0097768198639083E-005   9.5610633399144680E-003   2.1519279659848345E-004  -1.7848220077147446E-003   8.6743110436626563E-004
  0.31000000000000011        3.0344194465588901E-003   3.2293241139254273E-005   9.5431068076849389E-003   2.2391909776924983E-004  -1.8064882216426627E-003   8.7783623460394933E-004
  0.32000000000000012        3.1297598287326148E-003   3.4576498072406007E-005   9.5249334973809031E-003   2.3274966684531454E-004  -1.8281777198831536E-003   8.8828482376246203E-004
  0.33000000000000013        3.2249173929305357E-003   3.6948583863968125E-005   9.5065431732285436E-003   2.4168494257625390E-004  -1.8498910890817112E-003   8.9877770432630064E-004
  0.34000000000000014        3.3198899678107919E-003   3.9410547808976862E-005   9.4879355935720746E-003   2.5072537204915259E-004  -1.8716289189980742E-003   9.0931571132610799E-004
  0.35000000000000014        3.4146753795854250E-003   4.1963443715134620E-005   9.4691105108422480E-003   2.5987141071446949E-004  -1.8933918025783054E-003   9.1989968241955105E-004
  0.36000000000000015        3.5092714519610801E-003   4.4608329986576425E-005   9.4500676715241119E-003   2.6912352241271234E-004  -1.9151803360269450E-003   9.3053045797222573E-004
  0.37000000000000016        3.6036760060793897E-003   4.7346269707907121E-005   9.4308068161240849E-003   2.7848217940192174E-004  -1.9369951188792634E-003   9.4120888113860448E-004
  0.38000000000000017        3.6978868604570143E-003   5.0178330728517523E-005   9.4113276791362738E-003   2.8794786238596487E-004  -1.9588367540736016E-003   9.5193579794302795E-004
  0.39000000000000018        3.7919018309253531E-003   5.3105585747187516E-005   9.3916299890080823E-003   2.9752106054363936E-004  -1.9807058480238171E-003   9.6271205736075125E-004
  0.40000000000000019        3.8857187305698982E-003   5.6129112396984255E-005   9.3717134681051036E-003   3.0720227155858786E-004  -2.0026030106918406E-003   9.7353851139905367E-004
  0.41000000000000020        3.9793353696692384E-003   5.9249993330463573E-005   9.3515778326752619E-003   3.1699200165002429E-004  -2.0245288556603493E-003   9.8441601517841766E-004
  0.42000000000000021        4.0727495556337028E-003   6.2469316305182717E-005   9.3312227928122465E-003   3.2689076560427202E-004  -2.0464840002055577E-003   9.9534542701378492E-004
  0.43000000000000022        4.1659590929436306E-003   6.5788174269532494E-005   9.3106480524182168E-003   3.3689908680711482E-004  -2.0684690653701497E-003   1.0063276084959019E-003
  0.44000000000000022        4.2589617830872655E-003   6.9207665448897039E-005   9.2898533091657701E-003   3.4701749727696247E-004  -2.0904846760363359E-003   1.0173634245727529E-003
  0.45000000000000023        4.3517554244982696E-003   7.2728893432149320E-005   9.2688382544591739E-003   3.5724653769883053E-004  -2.1125314609990661E-003   1.0284537436311006E-003
  0.46000000000000024        4.4443378124928382E-003   7.6352967258490456E-005   9.2476025733948791E-003   3.6758675745913609E-004  -2.1346100530393809E-003   1.0395994375781308E-003
  0.47000000000000025        4.5367067392064267E-003   8.0081001504641133E-005   9.2261459447212906E-003   3.7803871468131112E-004  -2.1567210889979309E-003   1.0508013819232158E-003
  0.48000000000000026        4.6288599935300637E-003   8.3914116372393231E-005   9.2044680407978030E-003   3.8860297626223332E-004  -2.1788652098486587E-003   1.0620604558598036E-003
  0.49000000000000027        4.7207953610462526E-003   8.7853437776529844E-005   9.1825685275530918E-003   3.9928011790947695E-004  -2.2010430607726423E-003   1.0733775423474342E-003
  0.50000000000000022        4.8125106239644529E-003   9.1900097433121939E-005   9.1604470644426807E-003   4.1007072417938465E-004  -2.2232552912321317E-003   1.0847535281939009E-003
  0.51000000000000023        4.9040035610561344E-003   9.6055232948209768E-005   9.1381033044057574E-003   4.2097538851596091E-004  -2.2455025550447592E-003   1.0961893041375548E-003
