   0.0000000000000000        0.0000000000000000        0.0000000000000000        1.0000000000000000E-002   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   1.0000000000000000E-002   9.9970877711968515E-005   1.4546815402576615E-008   9.9941755423937004E-003   2.9093630805153229E-006  -1.1648915212598521E-003   5.8187261610306460E-004
   2.0000000000000000E-002   1.9985385817995380E-004   7.2970812950457938E-008   9.9824205512033595E-003   8.7754364290609404E-006  -1.1861067168082019E-003   5.9134205360605895E-004
   2.9999999999999999E-002   2.9961822779062629E-004   1.9052952171786035E-007   9.9704533709311441E-003   1.4736305324419541E-005  -1.2073293376350291E-003   6.0083172546566109E-004
   4.0000000000000001E-002   3.9926186426878673E-004   3.6817192865235672E-007   9.9582739247009531E-003   2.0792176062479737E-005  -1.2285599084033692E-003   6.1034242214637812E-004
   5.0000000000000003E-002   4.9878264454421566E-004   6.0684912318875309E-007   9.9458821303848102E-003   2.6943262844799527E-005  -1.2497989548252702E-003   6.1987493431757954E-004
   6.0000000000000005E-002   5.9817844469909969E-004   9.0751437631810454E-007   9.9332779005920132E-003   3.3189787781070768E-005  -1.2710470037342429E-003   6.2943005293666823E-004
   7.0000000000000007E-002   6.9744713991534756E-004   1.2711232196855301E-006   9.9204611426575544E-003   3.9531980892414302E-005  -1.2923045831575830E-003   6.3900856933203783E-004
   8.0000000000000002E-002   7.9658660442178449E-004   1.6986335247251197E-006   9.9074317586298234E-003   4.5970080115503629E-005  -1.3135722223885761E-003   6.4861127528582636E-004
   8.9999999999999997E-002   8.9559471144122157E-004   2.1910055818402140E-006   9.8941896452575881E-003   5.2504331307515152E-005  -1.3348504520585948E-003   6.5823896311647785E-004
   9.9999999999999992E-002   9.9446933313739093E-004   2.7492021796373057E-006   9.8807346939762501E-003   5.9134988251903122E-005  -1.3561398042090922E-003   6.6789242576111669E-004
  0.10999999999999999        1.0932083405617390E-003   3.3741886842218086E-006   9.8670667908933862E-003   6.5862312664997450E-005  -1.3774408123635009E-003   6.7757245685774747E-004
  0.11999999999999998        1.1918096036000736E-003   4.0669331185639088E-006   9.8531858167735711E-003   7.2686574203422618E-005  -1.3987540115990445E-003   6.8727985082728542E-004
  0.12999999999999998        1.2902709909190537E-003   4.8284062419427031E-006   9.8390916470224837E-003   7.9608050472336191E-005  -1.4200799386184712E-003   6.9701540295543133E-004
  0.13999999999999999        1.3885903699125178E-003   5.6595816294768111E-006   9.8247841516702836E-003   8.6627027034485323E-005  -1.4414191318217117E-003   7.0677990947439373E-004
  0.14999999999999999        1.4867656066476405E-003   6.5614357517496353E-006   9.8102631953542897E-003   9.3743797420079648E-005  -1.4627721313774746E-003   7.1657416764447175E-004
  0.16000000000000000        1.5847945658109168E-003   7.5349480545374302E-006   9.7955286373009268E-003   1.0095866313747953E-004  -1.4841394792947825E-003   7.2639897583550578E-004
  0.17000000000000001        1.6826751106539567E-003   8.5811010386483186E-006   9.7805803313069824E-003   1.0827193368469807E-004  -1.5055217194944594E-003   7.3625513360820415E-004
  0.18000000000000002        1.7804051029390920E-003   9.7008803398803871E-006   9.7654181257201059E-003   1.1568392656171586E-004  -1.5269193978805719E-003   7.4614344179535410E-004
  0.19000000000000003        1.8779824028847857E-003   1.0895274809107006E-005   9.7500418634186431E-003   1.2319496728360727E-004  -1.5483330624118392E-003   7.5606470258292855E-004
  0.20000000000000004        1.9754048691108328E-003   1.2165276592497429E-005   9.7344513817907187E-003   1.3080538939447736E-004  -1.5697632631730095E-003   7.6601971959109228E-004
  0.21000000000000005        2.0726703585833492E-003   1.3511881211880857E-005   9.7186465127126215E-003   1.3851553448220841E-004  -1.5912105524462168E-003   7.7600929795512024E-004
  0.22000000000000006        2.1697767265595443E-003   1.4936087645261975E-005   9.7026270825264806E-003   1.4632575219401518E-004  -1.6126754847823252E-003   7.8603424440623507E-004
  0.23000000000000007        2.2667218265322625E-003   1.6438898407496090E-005   9.6863929120172068E-003   1.5423640025280822E-004  -1.6341586170722630E-003   7.9609536735237131E-004
  0.24000000000000007        2.3635035101742924E-003   1.8021319631131955E-005   9.6699438163887538E-003   1.6224784447436448E-004  -1.6556605086183586E-003   8.0619347695887569E-004
